name,brewery,percentage,volume
Flying Guru,Flying Guru Brewery,5,330
Madladdery,Madladdery,6,330
Haverdal Destilleri,Haverdal Destilleri AB,40,500
Lotima,Lottenlund Estate,16.5,750
Lotima,Lottenlund Estate,16,750
Ginlabbet,Ginlabbet Stockholm AB,40,500
Stora Horns vin,Stora Horns Vin,12,750
Timjans Brygghus,Timjans Brygghus AB,5.6,330
Gammelbacka,Gammelbacka Bryggeri,5,330
Holavedens Starka,Genuin Svensk Vodka i Motala,38,500
Coppersmith's,Coppersmith's,5,330
Roslagens Brygghus,Roslagens Brygghus,5.3,330
Umeå,U and Me Beer,6.5,330
En Riktig Stor Stark,Strömsholms Brygghus,4.5,500
Gäddvikens pilsner,Qvarnens brygghus,4.5,500
Kyrkeby Ettan,Kyrkeby Bränneri,36,350
Akevitt Blank,Oslo Håndverksdestilleri AS,45,500
Akevitt,Oslo Håndverksdestilleri AS,41,700
Sickla Gin,AB Svenska Sprit TBH,40,500
Värmdö,Värmdö Bränneri,40,500
Vit Hund,Mackmyra Svensk Whisky,46.1,500
Möja Taffelbrännvin,Långviks Krydderi & Handel,40,500
Södra,Södra Maltfabriken Brewery,5.8,330
Bergslagen,Nordic Distiller AB,43,500
Bedstekilde 0004,Bedstekilde-Vin av Äpplen,10.5,750
Lilla Edet Bryggeri,Grästorps Bryggeri,5.9,330
Vinter,Mjödhamnen,12.5,375
Danvik Belgo DIPA,Nacka Bryggeri,8.2,330
Solaris Havn,Vingården i Åhus,12,500
LISCH,Reppe,42,700
Hoppy IPA,Kullens Bryggeri,6,330
Fermenteriets,Fermenteriet,5,330
Revsunds Distillery,Revsunds Brewery,38,500
Fräkne Fanfar,Klocktornet Destilleri,38,500
Klockren Vodka,Klocktornet Destilleri,40,500
137 Telge Brygghus Wheat IPA,137:ans Brygghus,5.9,330
Gustatory Rebel,Södermännens Hantverksbryggeri,5.6,330
Åhus,Åhus Vingård,12,500
Fermenteriets,Fermenteriet,6.5,330
Imperiebryggeriet,Imperiebryggeriet,6.8,330
Nerdbrewing,Molecule,10.5,330
Gotlands Bryggeri,Gotlands Bryggeri,10,330
Högberga,Högberga Vinfabrik,14,750
GefleBockens,GefleBockens Bryggeri,5.3,330
Vismarlövs Brygghus,Vismarlövs Brygghus,5.6,330
Roffe,Wessingekälla Brygghus,6.5,330
Sneaky Snake,Hytting Trading,4.8,330
Dammsugare,Madladdery,9,330
Svedens,Sahlins Brygghus,8.5,200
Ahlafors,Ahlafors Bryggerier,6,330
Bränneribolagets,AB Svenska Bränneribolaget,32,500
ESPLANAD,Hops N' Leon of Skaraborg,6.7,330
ESPLANAD,Hops N' Leon of Skaraborg,5.6,330
Jodubeer,JoduBeer Hantverksbryggeri,6.1,330
GefleBockens Bock,GefleBockens Bryggeri,7.5,330
Gysinge IPA,Gysinge Bryggeri,6,330
Tokskopa,Fengersfors bruksbryggeri,4.2,330
Ability Brewing,Ability Brewing,6,750
Hantverksbryggeriet NEIPA,Hantverksbryggeriet,6,330
Sven Tveskägg,Vingården i Klagshamn,14,750
Nerdbrewing,Molecule,16,330
Oceanbryggeriet,Oceanbryggeriet,5.2,330
Torsbo,Torsbo 5.2,5.2,330
Vilda Bryggeri,Vilda Bryggeri,6,375
Hop Shed Brewery,Hop Shed Brewery,5,330
Nerdbrewing,Molecule,11.1,330
GefleBockens Bryggeri,GefleBockens Bryggeri,5,330
Spring Omen,Rocket Brewing Company,5.7,330
Alnöl,Alnöl,8.5,330
Karls Karaktär,Hjo Öl,5.2,330
Fryksdalens Bryggeri,Fryksdalens Bryggeri,5,330
F.W.A. Dalby,Fruktstereo,6.5,750
Classic Brown Ale,Snörsjö hantverksbryggeri,4.8,330
Wannborga,Wannborga på Öland,40,500
Gotte Öl,ÖsterlenBryggarna Anno 1953,5,330
Tofta IPA,Tofta Brewing Company,5.6,330
Hallon,Boge Bränneri,38,500
Plumenian Rhapsody,Fruktstereo,6.5,750
Backabrygd,ÖsterlenBryggarna Anno 1953,5.2,330
Donnez Lager,Skelderwikens Brygghus,5.2,330
Gutevin,Gute Vingård,12,750
Perfectly Squared Brewing,Perfectly Squared Brewing,5.3,330
Smooth Criminal,Tell Collection,7,330
Torsbo,Torsbo 5.2,5.2,330
Keane Brewing,Keane Brewing,8.5,330
Revsunds Distillery,Revsunds Brewery,38,500
Amarillo Amber Ale,JoduBeer Hantverksbryggeri,5.5,330
Smedby IPA,Åkersberga Bryggeri,6.5,330
Citrus Gin,Brygga Bränneri,43,500
Kiruna Bryggeri,Kiruna Bryggeri,8.8,330
This is HOW,This is HOW Brewery,10.5,330
Pilsnerdricka,Fryksdalens Bryggeri,4.2,330
Körsbär Cellar Series,Stockholm Brewing,7,375
Limhamns,Limhamns Bryggeri,5,330
Hernö Jól,Hernö Hantverksöl,7.5,330
Bryggeriaktiebolaget Nya Victoria,Bryggeriaktiebolaget Nya Victoria,6.2,330
One.3 Passionsfrukt,Reinklou Bryggerier,5.5,330
One.2 Ingefära&Citron,Reinklou Bryggerier,5.5,330
Weiss,Viken Bryggeri,5,330
Torsebro,Cedentolin,12,750
Jukkasjärvi,Made By Lapland Sweden AB,38,500
Ölbryggeriet,Ölbryggeriet,5.2,330
Stjernsund Päroncider,Stjernsund Brygghus,4.5,330
Ryssby Golden Ale,Ryssby bryggeri,5.2,330
Chasing Alaia,Strandlida Hopspace,5.8,330
Golden Ale,Södra Stockholms Brygghus,5.4,330
Charlis,Charlis Brygghus,5.4,330
Brygglabbet,Brygglabbet,4.8,330
Viken Bryggeri,Viken Bryggeri,4.6,330
Brygglabbet,Brygglabbet,6.8,330
Julöl,Bustad Brewing,7.5,330
Hej Tomtegubbar,Södra Stockholms Brygghus,5.4,330
Fulltofta Jul,Fulltofta Gårdsbryggeri,6.2,330
Streaplers Lager,Northern Brewers,5.3,330
Lunds Julöl,Lundabryggeriet,5.8,330
RajRaj,RajRaj Bryggeri,6.5,330
Vistakulle,Vistakulle Fruktodling,12,750
To Øl,To Øl City,11,375
Högberga,Högberga Vinfabrik,13.5,750
Brutes,Brutes AB,7,750
Beer Monkey,Beer Monkey,6.5,330
Torsebro Röda,Cedentolin,11,750
O/O Brewing,O/O Brewing,6.8,750
Fenix Julöl,Fenix Brewery,5.2,330
En Aleigen Brewery,En Aleigen Brewery,5.9,330
Gin Äpple Bär Glögg,Flying Guru Brewery,16.5,500
Vreta klosters julöl,Vreta Kloster Bryggeri,10.2,330
Lockeby,Lockeby Bryggeri,7.4,330
Hönsinge Julöl,Hönsinge Hantwerksbryggeri,4.8,330
Vigrum Bryggeri,Vigrum Bryggeri,6,330
Skelderwikens Winter Ale,Skelderwikens Brygghus,6.1,330
Wetterstadens Bryggeri,Wetterstadens Bryggeri,5.8,330
Bracino,Bracino,5,330
Blacksta Brygghus,Josefin Lagerhorn,5,330
Svart,Arctic Winery,10,750
Pineapple Weed Bathtub Gin,HellCroft,42,500
Jämtlands Bryggeri,Jämtlands Bryggeri,6.5,330
Gysinge,Gysinge Bryggeri,5.6,330
Poppels Bryggeri,Poppels Bryggeri,6.4,330
Åre Bryggcompagni,Åre Bryggcompagni,7,700
Gingin Distillery,Stenkällaren 1902 AB,40,500
Fengersfors bruksbryggeri,Fengersfors bruksbryggeri,5,330
Gammelbacka,Gammelbacka Bryggeri,4.9,330
Nils Oscar,Nils Oscar,8.2,330
Dalabryggeri Vinterbrygd,DalaBryggeri,5.4,330
Helsingborgs Vinter,Helsingborgs Bryggeri,4.5,330
Jule Aquavit,Qvänum Mat & Malt,39,500
Ängöl,Ängöl,5.8,330
Byaregårdens,Byaregårdens Brygghus,4.7,330
Byaregårdens,Byaregårdens Brygghus,5.8,330
Remmarlöv,Remmarlöv Gårdsbryggeri,8.5,330
Lunds Julöl Festbier,Lundabryggeriet,5.8,330
Sad Robot,Sad Robot Brewing Co,8.7,330
Vidda,Oslo Håndverksdestilleri AS,43,700
Kallholmen,Kallholmens Maltbryggeri,7.3,330
Nacka Julöl,Nacka Bryggeri,5.4,330
Gute IPA,Gute Bryggeri,6.5,330
Söderarm,Västergården Bryggeri,5.5,330
Helsingborgs Chilipeppar,Helsingborgs Bryggeri,4.8,330
Hantverksbryggeriet,Hantverksbryggeriet,6,330
Northern,Northern Brewers,6.3,330
charlis citrus,Charlis Brygghus,5,330
Torsbo,Torsbo 5.2,6,330
Torsbo Gin,Torsbo 5.2,40,500
Funkyland Seofon,South Plains Brewing Company,4,330
Piraya Lager Modern Style,The Piraya Brewery,5.6,330
Feast of Solitude,Mikkeller Baghaven,6,750
Beerium Kraftölsbryggeri,Beerium Kraftölsbryggeri,5.6,330
Hantverksbryggeriet,Hantverksbryggeriet,9.5,330
Zwarte Draak,Jackdaw Brewery,12.5,330
Nerdbrewing,Molecule,12.1,330
7 Parsecs West of Rollsbo,En Aleigen Brewery,7,330
Åhus,Åhus Vingård,13,750
Æblerov,Æblerov ApS,7,750
Æblerov,Æblerov ApS,7.2,750
DR design bryggeri,DR design AB,5,330
Selma Katarina,Köpings Musteri,7,330
Rolf Torsten,Köpings Musteri,7.7,330
Roslagens Brygghus,Roslagens Brygghus,5.6,330
Högberga,Högberga Vinfabrik,13.5,750
Piraya Pale Ale,The Piraya Brewery,5,330
Mikkeller Baghaven,Mikkeller Baghaven,6,750
BLÅBERGEN,Blåbergen Kraft & Hälsa AB,7.2,330
Omaka,Omaka,6,750
Emmaboda Bryggeri,Emmaboda Bryggeri,4.2,330
Madladdery,Madladdery,14,330
Sigtuna,Sigtuna Brygghus,5.6,330
Stjernsund,Stjernsund Brygghus,5.8,330
Brutes,Brutes AB,7,750
Falköping,Bryggeriaktiebolaget Nya Victoria,4.6,330
Sessan,Malmö Meadery,12,200
BrygBrygBryg,BrygBrygBryg,7.8,375
Eiktyrner,Bergslagens Destilleri Örebro,58,500
Vermouth & Äpple Martini,Spriteriet,13,1500
Beetley Wine,Rocket Brewing Company,10.6,330
Hudik IPA,Sideburn Brewery,6.5,330
Northern Brewers,Northern Brewers,4.8,330
Bridges in the Sky,Vilda Bryggeri,6.5,375
Madladdery,Madladdery,12,330
Black Currant,Ability Brewing,5.6,750
XV,Eskilstuna Ölkultur,10,330
Vilda Bryggeri,Vilda Bryggeri,6.2,375
Cosmeadpolitan Honey,Malmö Meadery,6.5,330
Cider Revolution,Fruktstereo,5.5,330
The Alien,Noisy Bastards Brewing Company,6,330
Rödbeta,Jackdaw Brewery,5.5,330
Ahlafors ASB,Ahlafors Bryggerier,6,330
Golden Pineapple,Lost Island Brewery,4.9,330
Häxkitteln The Green Man IPA,The Odd House Brewing Company,7,330
Fermenteriets,Fermenteriet,4.3,330
Roslagens Largen IPA,Roslagens Brygghus,5.6,330
Brekeriet Vildsprit Stout,Brekeriet Beer,40,500
Bedstekilde,Bedstekilde-Vin av Äpplen,11.5,750
Bedstekilde,Bedstekilde-Vin av Äpplen,11.5,750
Roslagens,Roslagens Brygghus,5.2,330
Länna Bruk Dryckeshandel,Länna Bruk Dryckeshandel,6.5,375
Ahlafors,Ahlafors Bryggerier,3.9,330
Arilds Vingård,Arilds vingård,10.5,750
Amager Hr. Fredriksen,Amager Bryghus,10.5,330
Halmstad Brygghus Slottets Julöl,Halmstad Brygghus,5.9,330
IPA Skeppsviken,Uddevalla Bryggeri,7,330
Lockeby,Lockeby Bryggeri,7.4,750
Bedstedkilde,Bedstekilde-Vin av Äpplen,11.5,750
Stout Revansch,Torrskogs Källarbryggeri,6.9,330
Burgsviks Bryggeri Ale,Burgsviks bryggeri,5.5,330
Ängöl Oktoberfestlig,Ängöl,5.8,330
Midas Golden Pilsner,Imperiebryggeriet,4.9,330
Nacka Erstavik Supersaison Hallon,Nacka Bryggeri,10,330
Limestone,JoduBeer Hantverksbryggeri,4.7,330
Gripen Cider,Helsingborgs Bryggeri,4.5,330
Finn Winter Lager,Brygghuset Finn,4.5,330
Coppersmith's Oktoberfest,Coppersmith's,5.2,500
Folkes Oktoberfest,Aktiebolaget Centralbryggeriet i Linköping,5.6,330
Skinny Love,Wine Mechanics,11.5,750
Meat Leaf,Wine Mechanics,13.5,750
Roslags Näsby Bryggeri,Roslags Näsby Bryggeri,11,330
Närke Kulturbryggeri,Närke Kulturbryggeri,7,330
Johan - Druvdestillat,Länna Bruk Dryckeshandel,43,700
Citra Pale Ale,En Aleigen Brewery,5,330
KB Skånsk Vinter,Kullens Bryggeri,6.5,330
Norrbottens Destilleri,Norrbottens Destilleri,15,500
Amager,Amager Bryghus,10.3,750
Bodens Spritfabrik,Bodens Spritfabrik,38,700
Quarantined In A Belgian Abbey,Mälardalen Brewing Company,8.2,330
Vismarlövs Brygghus,Vismarlövs Brygghus,6,330
Lazy Eye Pale Ale,Tegelbrukets Bryggeri,6.5,330
Pure Passion,M&A Hormiga,4.5,330
Nacka PåskWit Ingefära,Nacka Bryggeri,5.4,330
Dalslänningen Pilsner,Torrskogs Källarbryggeri,5.2,330
Revsunds Distillery,Revsunds Brewery,42,500
Nacka Kultur Hallon,Nacka Bryggeri,4.7,330
Rosé Vermouth,Spriteriet,16.5,500
Bo Otto's,Tegelbrukets Bryggeri,6,330
Lövnäs,Lövnäs Bryggeri,6.5,330
Brygglabbet,Brygglabbet,5.7,330
Södra Julepilsner,Södra Maltfabriken Brewery,5.8,330
Sibbarps Husbryggeri,Sibbarps Husbryggeri,7.5,330
SåoLö:ga,Tjers Bryggeri,5.8,330
Lójhtu,Tornion Panimo,46.3,500
Stamsjö Bryggeri,Stamsjö Bryggeri,5.3,330
Northern RIPA,Northern Brewers,5.2,330
Vilda Bryggeri,Vilda Bryggeri,5.6,375
Svensk Lager,Ä.K.T.A ÖL,5.5,330
IPA Amarillo & Citra,Erikssunds Bryggeri,5.6,330
Frillestad,Frillestads Vingård,13,500
Northern Brewers,Northern Brewers,4.8,330
Kosta Julöl,Kosta boda art hotel,6.5,330
Strömmarns Julöl,Strömmarn's Bryggeri,4.5,330
Poppels Winter Warmer,Poppels Bryggeri,7.8,330
Örebro Julporter,Örebro Brygghus,5,330
Prins Katts Hantverksöl,Prins Katts Hantverksöl,6,330
Jesper Friberg,Jesper Friberg,10,750
DR design bryggeri,DR design AB,5,330
Bränneribolagets,AB Svenska Bränneribolaget,51.8,500
Jädraås Bryggeri,Jädraås Bryggeri,5.1,330
Nils Oscar,Nils Oscar,7.5,330
Lost Island Brewery,Lost Island Brewery,6.9,330
Perfectly Squared Brewing,Perfectly Squared Brewing,7.3,750
Proton Brewery,Proton Brewery,10,330
Barkarby Brewing,Barkarby Brewing,8,750
Humligt HB,Smedsbo Slott,12.5,375
Hjulsjö 103 Cider,Hjulsjö 103,7,330
Cider,Mora Bryggeri,4.5,330
Waxholm,Waxholms Bryggeri,6.3,330
Roslags Näsby Bryggeri,Roslags Näsby Bryggeri,6.3,330
Vistakulles,Vistakulle Fruktodling,14.5,500
Bryggare Peters,Helsingborgs Bryggeri,6.1,330
Eskilstuna Ölkultur,Eskilstuna Ölkultur,8.7,330
No.1 Super Premium,AB No1 Brands,37.5,700
Värmdö Akvavit,AB Svenska Sprit TBH,38,500
Botanical Gin by Lottenlund Estate,Lottenlund Estate,40,500
Stallarholmens,Stallarholmens Brygghus,5.6,330
Ölsbo Gårdsbryggeri,Ölsbo Gårdsbryggeri,5.5,330
Länna Bruk Dryckeshandel,Länna Bruk Dryckeshandel,6.8,375
Räven Raskar,Skedemosse Gårdsbryggeri,4.9,330
Klackabacken,Klackabackens Bryggeri,4.6,330
Roslags Näsby Bryggeri,Roslags Näsby Bryggeri,12,330
Arholma Lager,Västergården Bryggeri,5.2,330
Qvänum Mat & Malt,Qvänum Mat & Malt,4.8,330
Roslags Näsby Bryggeri,Roslags Näsby Bryggeri,6,330
Slottskällan,Gamla Slottskällans Bryggeri,5,500
Bryggeri 1766,Bryggeri 1766,5,330
Perfectly Squared Brewing,Perfectly Squared Brewing,5.2,330
Vismarlövs Brygghus,Vismarlövs Brygghus,5.7,330
Hantverksbryggeriet,Hantverksbryggeriet,10,330
Mad Distillers Gin,Uppsala Destilleri,58.5,500
Benchwarmers,Benchwarmers Brewing Co,37,500
Pax LAB #28,Pax Brygghus,8,330
Klackabackens,Klackabackens Bryggeri,7,330
Skedemosse Gårdsbryggeri,Skedemosse Gårdsbryggeri,4.8,500
Brewing Költur,Brewing Költur,5.1,330
Double Distilled no.3,Västerås Destilleri AB,44,500
Ryssby,Ryssby bryggeri,4.3,330
Any Given Name,Kesuddens Hantverksbryggeri,6.5,330
Slottskällans,Gamla Slottskällans Bryggeri,5,500
Tjockö,Västergården Bryggeri,5.5,330
Falu Rödvin,JBF,13,3000
Bitter Bottega,Bottega Spa,25,700
Myth,Providential Wines & Spirits AB,14,750
Z1N,Domaine Wines,14,1000
White Lake,Tradition for Quality,40,700
Crazy Cat,VINMUNDI,12.5,3000
Cava PH Style,Castillo de Perelada,11.5,750
Ascot,Domaine Wines,12.5,750
Unity,Invivo & Co,11,750
Cava Complicado de,PrimeWine Sweden AB,11.5,750
Il Capolavoro,Globus Wine,14.5,750
GW :s Riesling,Weingut Krug'scher Hof,12,750
Andrew Murray Vineyards,Andrew Murray,15,750
Café de Paris,Cordier,11.5,750
Hola MZ,Barcelona Brands S.L,11.5,750
Ecoltura,Domaine Wines Sweden AB,13.5,750
Robertson,Robertson Winery,12.5,3000
Blossa,Anora Sweden AB,10,750
Cosmopolitan Diva,Amber Beverage Group,5.5,750
Crazy Cat,ViniMundi,13,3000
In the MOOD,Perdeberg Winery,14,3000
Bols,Bols,15,500
Ultimate Provence,Ultimate Provence MDVC,13,750
Argento Rosé,Bodega Argento S.A,13,3000
Berså,Contemporary Wines AB,14.5,750
Crudo,Nordic Sea Winery,12.5,3000
Somersby Cloudy Pear,Carlsberg Sverige AB,4.5,330
Essence,Winepartners Nordic AB,12,3000
Outlaw,Globus Wine,14.5,3000
Domaine Bousquet,Domaine Bousquet,12.5,3000
Gold Dust,ViniMundi,12.5,3000
Tareq Taylor,Gratien & Meyer,12,750
Casas Honestos,Lively Wines Sweden AB,13,3000
Palacio de Caterina,Hammeken Cellars,13,1000
Obolon Premium,Obolon Brewery,5,500
Dr Bürklin-Wolf,Dr Bürklin-Wolf,12,750
Tr3 Apor,Enjoy Wine & Spirits,8.5,3000
Ramos,J. Portugal Ramos Vinhos,12.5,3000
Moinette Biologique,Brasserie Dupont,7.5,330
Innocent Bystander,Brown Family Wine Group,5.5,750
Crios,Susana Balbo Wines,13.5,750
Casas Honestos,Lively Wines Sweden AB,12,3000
Je m'appelle Belle,Veuve Ambal,12.5,750
Candidato Ecologico,Cosecheros y Criadores,13,3000
Rioja Santiago,Marques de la Concordia Family of Wines,13.5,750
Paulaner,Paulaner Brauerei,4.9,500
Chatå Tjohej,Winemarket Nordic AB,13,750
Stigbergets,Stigbergets Bryggeri,6.8,440
Stigbergets,Stigbergets Bryggeri,8.5,330
Marqués de Monistrol,Marqués de Monistrol,11.5,750
FiorAmore,Enoitalia,11,750
Domaine Saint Thomas,Domaine Saint Thomas,15.9,375
Sofia y Sebastian,ViniMundi,13,3000
Three Finger Jack,3 Finger Jack Cellars,14.5,750
Debuchy,Enjoy Wine & Spirits,12,750
Rutherglen,Stanton and Killeen Wines,18,375
Bitburger,Bitburger Brauerei,4.8,500
Don David,El Esteco,14.5,2000
Black Tower,Reh Kendermann GmbH Weinkellerei,11.5,750
Poppels,Poppels Bryggeri,12.5,750
Kopparberg Cider,Kopparbergs Bryggeri,4,330
Blossa,Schloss Wachenheim,8,750
Ecoltura,Domaine Wines Sweden AB,14,3000
Pitch,Casa Santos Lima - Companhia das Vinhas S.A.,14.5,750
Castillo Manzano,Enjoy Wine & Spirits,13.5,3000
Sofia y Sebastian,ViniMundi,11.5,3000
Buco Nero,Iconic Wines,13,3000
Omnipollos,Omnipollo AB,6.2,330
Kopparberg,Kopparbergs Bryggeri,4.5,330
Tcherga10,Domain Menada,14,750
Sour Fisk,United Drinks,15,700
Cacadu Ridge,Oenoforos S A,13.5,750
Saints & Sinners,Weingut Strehn,12.5,750
La Scoperta,Cantine Pirovano,13,1000
Norrlands Guld,Spendrups,5.3,500
La Boca,Montlaiz,12,3000
Småland,Åbro Bryggeri,5.5,500
Gin & Tonic Glögg,Swedish Tonic,12,500
Pablo Claro,Dominio de Punctum,13.5,750
Waldschütz,Weingut Waldschütz,12.5,750
Menada,Domaine Menada,13,3000
Adobe,Viñedos Emiliana,12.5,3000
Dominio Alto,Fields Wine Company AB,13.5,3000
Señorío De Broches,Dimobe,15,500
Små Bubbles,Spivi Denmark APS,4,250
Tr3 Apor,Enjoy Wine & Spirits,8.5,750
Oppigårds,Oppigårds Bryggeri,6.8,330
Offley,Sogrape Vinhos,20,750
Drostdy-Hof,Drostdy Cellars,12.5,3000
Lucia Choklad,Giulio Cocchi,15,500
Mr Red,Poderi dal Nespoli,13.5,3000
Frontera,Concha y Toro,12,1500
Poppels,Poppels Bryggeri,4.7,330
Stockholms Bränneri,Stockholms Bränneri,11,1000
Il Conte Rosso,La Vite,13.5,3000
De Bortoli,De Bortoli,11,3000
Trebbiano Biologico,Poderi dal Nespoli,12,3000
Poppels,Poppels Bryggeri,5.6,440
Weinmann,ViniMundi,12,3000
Explorer,Altia Sweden AB,20,700
La Vecchia Via,Dezzani,14,750
Pata Negra,Bodegas Vinartis,14.5,3000
Meinklang Prosa,Meinklang,10.5,750
Campos de Luz,Vinergia,13,1000
Casa Américo,Adega Casa Americo,13.5,750
Cream Heroes Mango,The Finest Group,17,700
Wolfgang,Iconic Wines,12,1000
Good ol' Sailor,Galatea Spirits AB,37.5,700
OHH,Paul Sapin,13,187
Coppersmith's,Coppersmith's,5.2,330
The Hidden Sea,The Hidden Sea Wine,12,3000
Cycliste Côtes du Rhône Villages,Mare Magnum,14.5,750
Æblerov,Æblerov ApS,5,330
Kopparberg Cocktail Collection,Kopparbergs Bryggeri,5,250
Viña Maipo,Viña Maipo SpA,12,3000
Coragem Douro,Vidigal wines,13.5,3000
Castaño,Bodegas Castaño,14,3000
Bryggmästarens,Åbro Bryggeri,5.7,500
Francisco Gomez,Hacienda La Serrata,13.5,750
SAV 1785,SAV Winery AB,11.5,750
Taverna Boas Vindas,Solera Sweden AB,13,3000
Stockholms Bränneri,Stockholms Bränneri,10,250
Göteborg Jubileumsöl,Smögen Ale,4.5,330
Remmarlöv,Remmarlöv Gårdsbryggeri,5,440
KWV Cathedral Cellar,KWV,13.5,750
Gotlands Bryggeri,Gotlands Bryggeri,6.9,330
Sancrispino,Terre Cevico Soc. Coop. Agr.,13,500
Små Sure Love Pack,Spritfabriken Danmark,16.4,200
Pomologik,Pomologik,4.5,250
Crazy Cat,ViniMundi,11.5,3000
Lush,Vinimundi AB,12,3000
Nils Oscar,Nils Oscar,5,440
Æblerov,Æblerov ApS,6,330
Stockholms Bränneri Cocktails,Stockholms Bränneri,10,250
Organic Monet,Iconic Wines,11.5,3000
Bello,Iconic Wines,13.5,1000
Lupi Reali,Passione Natura,12.5,3000
Miss Rosé,Poderi dal Nespoli,12.5,3000
Born Rosé Barcelona,Born Rosé Barcelona,12,250
Nashville Stories,Spring Wine & Spirits AB,12.5,3000
Vino Happy Go Lucky,Iconic Wines,13,1500
Stigbergets,Stigbergets Bryggeri,6.1,330
Sancrispino,Terre Cevico Soc. Coop. Agr.,12,500
On The Nose,Vinovum AB,13,3000
Sigtuna,Sigtuna Brygghus,4.5,330
Torsken,None,30,500
Fjäre,Fieruaas Distillery,40,500
Poppels,Poppels Bryggeri,4.5,330
Småland Mellanöl,Åbro Bryggeri,4.5,500
Blue Nun,Langguth Erben,11,750
Blossa,Altia Sweden AB,21,500
La Farra Prosecco,La Farra,11.5,750
Poppels,Poppels Bryggeri,4.5,330
Ruppertsberger,Ruppertsberger Weinkeller Hoheburg eG,13.5,750
S:t Eriks,S:t Eriks Bryggeri,5,330
Rock 'N' Roll Craft Beer,Williams Bros Brewing Co,4.6,330
Pata Negra,JGC SA La Mancha,13,3000
Breezer,Konings,4,275
Grape Stories,Iconic Wines,13,3000
Omnipollo,Omnipollo AB,4.8,330
Tina,Casa Vinironia,13.5,750
Medovarus,Medovarus,5.7,330
Disco Bubbles,Domaine Wines Sweden AB,11,750
Mikkeller,Mikkeller,5.5,330
Kopparberg Cider,Kopparbergs Bryggeri,4,330
Lone Star,Lone Star Beer,4.5,500
Joluca Gin & Tonic,Brands For Fans Sweden AB,4.5,250
Stigbergets,Stigbergets Bryggeri,12.5,330
Hola,Barcelona Brands S.L,11.5,1500
Mulderbosch,Mulderbosch Vineyards,12.5,3000
Smokey Mountain,Svartbergets Fjällbryggeri,6,330
Kiss of Wine,aJency 77 UG,12,250
Calypso,Siren Craft Brew,4,330
Pesce Bianco,Iconic Wines,12.5,750
Omnipollo,Omnipollo AB,6,330
White Lake,Georgievsky LLC,30,700
Pierre Chavin,Domaines Pierre Chavin,11.5,3000
Storia di Famiglia,Cecchi,13.5,750
Stigbergets,Stigbergets Bryggeri,12.5,330
Stigbergets,Stigbergets Bryggeri,13.5,440
Örebro Brygghus,Örebro Brygghus,5.7,440
Stigbergets,Stigbergets Bryggeri,6.8,440
O/O Narangi IPA,O/O Brewing,6.8,330
Bron,Åbro Bryggeri,6.4,330
Arte in Lattina,Birra Menabrea,5.2,330
LowLow Hard Seltzer,LowLow Sweden AB,4.5,330
Château Haut Chevalier,Michel Clamens,14.5,750
Till,Carlsberg Sverige AB,5.2,500
Northern Exposure,Ekerö Brygghus AB,8.8,440
Södra,Södra Maltfabriken Brewery,5.5,330
Deep Roots,3 Winner,12,750
Enzo Bartoli,Enzo Bartoli,14,2000
Omnipollo,Omnipollo AB,5.9,330
Delitia,Luigi Righetti,12.5,375
Casas Honestos,Lively Wines Sweden AB,12,3000
Kukko Tumma,Laitilan Wirvoitusjuomatehdas,0.3,330
Södra,Södra Maltfabriken Brewery,5.5,330
Colombo Madeira,Justino's Madeira Wines,19,375
Små Bubbles,Spivi Denmark APS,4,250
Bouchard Aîné & Fils,Bouchard Aîné et Fils,12,750
Beavertown Gamma Ray,Beavertown Brewery,5.4,330
Svensk Vinter,Saturnus,20,500
Hops District Pilsner,Stockholm Wine Importers AB,4.8,330
Guinness,Guinness,5,440
Troppo,Enjoy Wine & Spirits,13.5,375
Roots Drostdy-Hof,Distell,13,750
Karhu,Sinebrychoff,5.4,500
Sopron,Weingut Weninger,12.5,750
Lervig,Lervig Aktiebryggeri,0.5,330
Castillo Perelada,Castillo de Perelada,11.5,375
Original Long Drink,Hartwall,5.5,330
Chic Chanté,House of Sparkling,11,750
Enzo Bartoli,Enzo Bartoli,12,2000
Amundsen,Amundsen Bryggeri AS,11.5,330
Aloha,Krönleins,4.5,500
Kozel,Plzenský Prazdroj,4.6,500
50° Riesling,JWG-Johannisberger Weinvertrieb KG,11.5,2000
Böda,Iconic Wines,11,3000
To Øl Implosion,To Øl,0.3,330
Lervig No Worries,Lervig Aktiebryggeri,0.5,330
Kukko Pils,Laitilan Wirvoitusjuomatehdas,0.3,330
Karl Fredrik,Union Vinicola del Este SL,11.5,750
O/O Cichi IPA,O/O Brewing,6.7,440
Classic Cocktails,Arcus Norway AS,12.5,1500
Grape Stories,Iconic Wines,12,3000
Hypnagoga,Omnipollo AB,5,440
Omnipollo,Omnipollo AB,11,330
Djuce,Djuce Wines GmbH,13,250
Amundsen,Amundsen Bryggeri AS,11.5,330
Dugges,Dugges Bryggeri,6,500
Kona,Kona Brewing Co,4.6,355
König Pilsener,König-Brauerei,4.9,330
Lyngrove,Lyngrove Wines,14,3000
Tuborg Grön,Carlsberg Sverige AB,4.2,330
Gränges Pilsner,Spendrups,5,500
Tuborg Guld,Carlsberg Sverige AB,5.3,500
Explorer Vaniljlikör,Altia Sweden AB,25,700
Stigbergets,Stigbergets Bryggeri,7,440
